n_topics,topic,word,p
2,0,difference,0.03873027
2,0,mental,0.025008721
2,0,gender,0.024042495
2,0,health,0.023573766
2,0,expression,0.020707157
2,0,cultural,0.019148517
2,0,data,0.015030342
2,0,culture,0.014553158
2,0,linguistic,0.013179225
2,0,language,0.011797797
2,1,data,0.033013236
2,1,result,0.021458505
2,1,health,0.019715464
2,1,analysis,0.01951436
2,1,abstract,0.018695895
2,1,social,0.018664248
2,1,introduction,0.018593054
2,1,discussion,0.016795095
2,1,conclusion,0.015821824
2,1,method,0.014972635
3,0,data,0.034429733
3,0,analysis,0.031949125
3,0,introduction,0.022603786
3,0,result,0.021506505
3,0,abstract,0.021198938
3,0,discussion,0.020470124
3,0,conclusion,0.019662965
3,0,method,0.017323412
3,0,depression,0.014853892
3,0,classification,0.01208577
3,1,health,0.03805711
3,1,difference,0.030103022
3,1,mental,0.029702315
3,1,data,0.023951145
3,1,social,0.018862497
3,1,gender,0.018791324
3,1,expression,0.01652098
3,1,linguistic,0.014235158
3,1,support,0.014226023
3,1,cultural,0.014219336
3,2,clustering,0.017360212
3,2,brown,0.017286502
3,2,latent,0.01210288
3,2,dirichlet,0.012102188
3,2,perplexity,0.01210137
3,2,approach,0.012101251
3,2,allocation,0.0120997215
3,2,accuracy,0.011927223
3,2,feature,0.010032463
3,2,prediction,0.007871109
4,0,data,0.017564591
4,0,privacy,0.009789864
4,0,framework,0.00978334
4,0,quality,0.009781829
4,0,unit,0.009776396
4,0,participant,0.009776329
4,0,observation,0.009776291
4,0,safety,0.009776251
4,0,marker,0.009775846
4,0,collection,0.009775732
4,1,depression,0.040114865
4,1,analysis,0.025170304
4,1,abstract,0.02516582
4,1,data,0.022601739
4,1,introduction,0.022039805
4,1,conclusion,0.022038588
4,1,result,0.019443553
4,1,discussion,0.018638011
4,1,method,0.01638302
4,1,related,0.01633606
4,2,health,0.040652234
4,2,difference,0.037789226
4,2,mental,0.025162315
4,2,gender,0.021571854
4,2,data,0.018912995
4,2,cultural,0.016529484
4,2,linguistic,0.014892422
4,2,work,0.013495459
4,2,culture,0.01310424
4,2,result,0.012506305
4,3,data,0.038971864
4,3,social,0.02860888
4,3,feature,0.022334404
4,3,analysis,0.020636983
4,3,result,0.01966548
4,3,mental,0.018497776
4,3,abstract,0.017085914
4,3,method,0.017061444
4,3,introduction,0.017024053
4,3,medium,0.015581388
5,0,data,0.04263723
5,0,health,0.031711742
5,0,feature,0.026168006
5,0,result,0.020539692
5,0,introduction,0.018700548
5,0,abstract,0.01696102
5,0,mental,0.016960327
5,0,classification,0.0132734915
5,0,conclusion,0.013272427
5,0,method,0.013121875
5,1,difference,0.05321393
5,1,health,0.033056185
5,1,mental,0.032868102
5,1,gender,0.031016715
5,1,cultural,0.024885012
5,1,support,0.020807875
5,1,expression,0.020807322
5,1,linguistic,0.01877194
5,1,culture,0.018767193
5,1,discussion,0.015971862
5,2,gender,0.0024152158
5,2,difference,0.0024142982
5,2,data,0.0024118705
5,2,analysis,0.0024106405
5,2,linguistic,0.0024102202
5,2,culture,0.0024101536
5,2,marker,0.0024091878
5,2,health,0.0024083415
5,2,medium,0.0024082544
5,2,suicide,0.0024081382
5,3,depression,0.028425792
5,3,analysis,0.027516805
5,3,data,0.025082145
5,3,marker,0.020599764
5,3,result,0.019900784
5,3,method,0.017447315
5,3,introduction,0.01723923
5,3,abstract,0.017236516
5,3,conclusion,0.01709244
5,3,suicide,0.015814284
5,4,visual,0.038127966
5,4,data,0.025706585
5,4,social,0.02570581
5,4,theme,0.02570266
5,4,analysis,0.021568889
5,4,emotion,0.021550568
5,4,method,0.01741799
5,4,medium,0.017411966
5,4,rq,0.017408736
5,4,image,0.017406296
6,0,feature,0.033637635
6,0,marker,0.028178722
6,0,discussion,0.022729447
6,0,data,0.01727448
6,0,introduction,0.017272776
6,0,user,0.017272703
6,0,conclusion,0.017272525
6,0,classifier,0.017271034
6,0,machine,0.017268965
6,0,automatic,0.017266495
6,1,difference,0.042440876
6,1,mental,0.031252563
6,1,health,0.028451983
6,1,cultural,0.028446304
6,1,expression,0.028446015
6,1,depression,0.025652083
6,1,analysis,0.022852695
6,1,data,0.020055646
6,1,language,0.02005413
6,1,linguistic,0.014460604
6,2,social,0.044020675
6,2,data,0.033169765
6,2,visual,0.028479338
6,2,result,0.023253601
6,2,analysis,0.022612952
6,2,selfdisclosure,0.022272421
6,2,rq,0.022269264
6,2,theme,0.022241373
6,2,medium,0.02223386
6,2,linguistic,0.021100627
6,3,data,0.04806662
6,3,mental,0.024940638
6,3,university,0.021452518
6,3,health,0.017979795
6,3,method,0.017110992
6,3,introduction,0.016929453
6,3,result,0.016793821
6,3,depression,0.0144970175
6,3,expression,0.014496656
6,3,discussion,0.013667461
6,4,analysis,0.030829042
